market_acceptance,stability_of_demand,trend_of_demand,potential_market,label,product_idea
40.00,20.00,12.00,20,1,butterd shrimp
40.78,20.00,12.08,20,1,chicken heart
40.13,15.00,12.08,40,1,chicken inasal
40.00,20.00,12.00,20,1,chicken katsu bowl
40.00,20.00,12.00,20,1,chicken lamien
39.95,20.00,12.50,37,1,chicken with lettuce
40.00,20.00,12.00,20,1,stir fry chicken
40.00,20.00,12.00,20,1,fry whole chicken
40.32,20.00,12.17,21,1,chicharong bulaklak
40.00,20.00,12.00,20,1,chicken adobo roast
40.52,15.00,12.17,23,1,chicken afritada
40.04,20.00,12.08,22,1,chicken ala king
40.00,20.00,12.00,20,1,chicken adobo with pineapple
40.00,20.00,12.00,20,1,that is white mocha coffee
40.13,61.18,12.00,116,1,shawarma
40.34,15.00,12.25,50,1,triple cheese donut
39.83,-80.00,11.92,20,0,milky cheese donut
40.00,20.00,12.00,20,1,garlic butter baked salmon
40.00,20.00,12.00,20,1,raman with cheese fore
40.57,-55.00,11.50,124,0,cheese roll
40.47,20.00,12.08,20,1,vegan cheese
40,20,12.08,20,1,cheese pasta
40,20,12.00,20,1,cheese pizza and wine
40,20,12.00,20,1,cheese plattee
40.27145614,-6.666666667,12.17,152,0,dairy
40.26025,-80,10.42,90,0,cheese ball
40.29819788,-18.04627249,4.33,3128,0,cheese
40,20,12.00,20,1,cheese bibingka
40,20,12.00,20,1,classic cheese burger
40,20,12.08,22,1,cheese cake juice
40.27829902,23.17460317,14.33,721,1,cheesecake
40.5719,20,12.08,21,1,cheese cellar
40,20,12.00,20,1,blue cheese cookie
40.4257,-80,12.08,28,0,crab stick
40,20,12.00,20,1,basque cheesecake
40,20,12.00,20,1,cheesecake oreo
40,20,12.00,20,1,basque burn cheesecake
40,20,12.00,20,1,cheesestick pesto bread and banana
40,20,12.00,20,1,cheeto and ruffle
40.45462,70,12.08,27,1,pork steak
40.32382,20,12.00,22,1,cheese platter
40.4019,20,12.08,20,1,cheese quesadillas
40,20,12.00,20,1,grill cheese sandwich
40,20,12.00,20,1,cheese sauce fry
40,20,12.00,20,1,cheese sponge cake
40,20,12.00,20,1,double cheeseburger with iced coffee vanilla
40,20,12.00,20,1,homemade cheeseburger slider
40,20,12.08,21,1,redvelvet cheesecake
40,20,12.00,20,1,van gogh sketchbook
40.25422,-80,11.83,28,0,flower shop
40.3319,1253.333333,13.42,338,1,buffet
40,20,12.00,20,1,van for rent
40.4215,15,12.00,27,1,game stock
40.153525,-80,12.08,20,0,vanity mirror
40,20,12.08,20,1,vanilla pumpkin
40.16954839,113.3333333,11.83,156,1,vape
40.23934778,-0.731707317,7.25,1351,0,cellphone
40.1665,20,12.50,40,1,denim pant
39.66,-80,11.83,22,0,vanilla extract
40,20,12.00,20,1,vanilla that is cream
40.1366,-80,11.92,22,0,pin light
40,20,12.00,20,1,vanilla cake with ermine buttercream frost
40.5455,-37.14285714,11.75,51,0,bell pepper
40.67105,20,11.92,20,1,red bell pepper
40,20,12.00,20,1,cerveza negra
40.113275,60,12.08,66,1,cereal
40.17206,20,12.08,20,1,cellphone case
40.21990769,20,12.08,60,1,bibimbap
39.4577,-80,11.92,20,0,berroca
40.26609412,-65.10638298,9.83,1372,0,cater
40.4765,-80,10.25,195,0,hand cream
40,20,12.00,20,1,butter mixed vegetable
40.15666397,-54.24144609,-105.50,10228,0,laptop
40,20,12.00,22,1,vegetable salad
40,20,12.00,20,1,homemade vegetable and cheese lumpia
40,20,12.00,20,1,lip and cheek roller
40.34232,20,12.00,54,1,house cat
40,20,12.00,20,1,vegatable sisig
40,20,12.00,20,1,korean bento
40,20,12.00,20,1,berry cheesecake and oreo
40,20,12.00,20,1,chicken baryani
40,20,12.00,20,1,caviar black heart cake
39.5816,20,12.17,21,1,caviar pie
40.33775556,-38.33333333,11.00,122,0,chamomile tea
40,20,12.00,20,1,chop board
40.41905617,83.63636364,19.50,1126,1,champagne
40,20,12.00,20,1,beef lamien dumple
40,20,12.00,20,1,champion hoodie jacket
40,20,12.08,20,1,beef chao pan
40,20,12.00,20,1,beef wanton noodle
40,20,12.00,20,1,butter corned beef
40,20,12.00,20,1,taiwanese beef noodle
40.4939,20,12.00,20,1,cheesy beef caldereta
40,20,12.00,20,1,beef lumpia
40,20,12.00,20,1,char grill beef burger
40,20,12.00,20,1,premium beef with broccoli
39.7268,20,12.08,20,1,beef bourguignon
40.40972222,520,12.50,90,1,board game
40,20,12.00,20,1,single bed steel frame
40,20,12.00,20,1,original thai touch massage
40.41173462,153.3333333,12.17,43,1,bed sheet
40.315496,-5,12.25,61,0,electric fan
40.24019458,12.76315789,20.08,1454,0,pizza
40.25,20,12.00,20,1,bass guitar
40,20,12.00,20,1,vacuum tumbler
40,20,12.00,20,1,vacuum skin care
40.7096,20,12.08,22,1,pink milk dream cake
40.39084286,220,12.08,31,1,vacuum cleaner
40.9393,20,12.17,31,1,vacuum bottle
40,20,12.00,20,1,indian chicken tikka
40.09204801,129.0909091,11.75,425,1,chicken wing
40.1027,20,12.08,20,1,lobster risotto
40.3574,-13.33333333,11.83,32,0,beef pare
40,20,12.00,20,1,chameleon coat
40.6369,20,12.17,25,1,beef sisig
40,20,12.00,20,1,crispy fry corned beef with potato
40.0258,20,12.17,21,1,boston creme with nut
40,20,12.00,20,1,boston kreme and alcapone
40.26321721,35.71428571,18.00,2675,1,hotel
40.25850325,126.6666667,14.50,1344,1,jacket
